video_id,image,class,occluded
V001,V001__V001_2022-05-19_10-14.mp4#t=83.333333.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=83.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=83.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=82.066667.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=80.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=79.4.jpg,pedestrian,False
V001,V001__V001_2022-05-19_10-14.mp4#t=76.666667.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=76.666667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=76.666667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=76.666667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=76.666667.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=74.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=74.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=74.4.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=73.333333.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=73.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=73.333333.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=69.733333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=69.733333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=69.733333.jpg,3-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=66.466667.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=66.466667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=66.466667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=63.333333.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=61.333333.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=61.333333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=61.333333.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=61.333333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=60.2.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=59.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=58.066667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=58.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=58.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=58.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=58.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=56.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=56.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=56.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=56.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=56.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=56.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=55.jpg,pedestrian,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=54.133333.jpg,pedestrian,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=52.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=51.4.jpg,3-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=51.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=51.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=51.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=50.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=50.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=50.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=50.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=50.4.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=48.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=48.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=48.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=46.533333.jpg,3-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=46.533333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=46.533333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=46.533333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=46.533333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=44.533333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=44.533333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=44.533333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=44.533333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=42.466667.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=42.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=42.466667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=42.466667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=42.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=40.933333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=40.933333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=40.933333.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=40.933333.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=40.933333.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=39.266667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=39.266667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=39.266667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=37.666667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=37.666667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=37.666667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=37.666667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=37.666667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=36.066667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,4-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=33.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=32.6.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=32.6.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=32.6.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=32.6.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=31.066667.jpg,pedestrian,False
V001,V001__V001_2022-05-19_10-14.mp4#t=29.466667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=29.466667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=29.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=29.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=29.466667.jpg,pedestrian,False
V001,V001__V001_2022-05-19_10-14.mp4#t=26.4.jpg,pedestrian,False
V001,V001__V001_2022-05-19_10-14.mp4#t=26.4.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=26.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=26.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=26.4.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=24.666667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=24.666667.jpg,4-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=24.666667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=24.666667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=24.666667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=24.666667.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=22.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=22.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=22.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=22.866667.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=22.866667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=21.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=21.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=21.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=21.2.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=21.2.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=21.2.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=20.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=20.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=20.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=20.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=20.jpg,2-wheeler,True
V001,V001__V001_2022-05-19_10-14.mp4#t=20.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=18.4.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=18.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=18.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=18.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=18.4.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=18.4.jpg,3-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=16.466667.jpg,2-wheeler,False
V001,V001__V001_2022-05-19_10-14.mp4#t=16.466667.jpg,3-wheeler,False
